status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_original,combined_group,sample_weight,personal_status_sex_age_combined
0 <= ... < 200 DM,9,critical account/other credits existing,radio/television,1919,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,car or other,Early-Middle,none,rent,1,skilled employee/official,1,yes,yes,1,35,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,12,existing credits paid back duly till now,car (used),2445,unknown/no savings account,... < 1 year,2,male : married/widowed,none,4,car or other,Young,none,rent,1,skilled employee/official,1,yes,yes,1,26,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
0 <= ... < 200 DM,24,critical account/other credits existing,furniture/equipment,11938,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,Early-Middle,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,0,39,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
no checking account,18,all credits at this bank paid back duly,car (new),6458,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown/no property,Early-Middle,bank,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,0,39,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),6078,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,1,32,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,24,existing credits paid back duly till now,radio/television,7721,unknown/no savings account,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,yes,no,1,30,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
0 <= ... < 200 DM,14,existing credits paid back duly till now,others,1410,500 <= ... < 1000 DM,... >= 7 years,1,male : married/widowed,none,2,real estate,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,1,35,male : married/widowed_Early-Middle,0.625,male : married/widowed_Early-Middle
0 <= ... < 200 DM,6,delay in paying off in the past,others,1449,100 <= ... < 500 DM,... >= 7 years,1,male : divorced/separated,none,2,car or other,Early-Middle,bank,own,2,skilled employee/official,2,no,yes,1,31,male : divorced/separated_Early-Middle,0.9545454545454546,male : divorced/separated_Early-Middle
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,retraining,392,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,1,yes,yes,1,23,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),6260,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,real estate,Young,none,rent,1,unskilled - resident,1,no,yes,1,28,male : single_Young,0.7429906542056075,male : single_Young
no checking account,36,critical account/other credits existing,car (new),7855,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,Young,stores,own,2,skilled employee/official,1,yes,yes,0,25,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1680,500 <= ... < 1000 DM,... >= 7 years,3,male : married/widowed,none,1,real estate,Early-Middle,none,own,1,skilled employee/official,1,no,yes,1,35,male : married/widowed_Early-Middle,0.625,male : married/widowed_Early-Middle
no checking account,48,critical account/other credits existing,domestic appliances,3578,unknown/no savings account,... >= 7 years,4,male : single,none,1,real estate,Mid-Career,none,own,1,skilled employee/official,1,yes,yes,1,47,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,42,existing credits paid back duly till now,domestic appliances,7174,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,30,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
... < 100 DM,10,critical account/other credits existing,radio/television,2132,unknown/no savings account,... < 1 year,2,female : divorced/separated/married,co-applicant,3,real estate,Young,none,rent,2,skilled employee/official,1,no,no,1,27,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,33,critical account/other credits existing,radio/television,4281,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,car or other,Young,none,own,2,skilled employee/official,1,no,yes,0,23,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),2366,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,36,male : divorced/separated_Early-Middle,0.9545454545454546,male : divorced/separated_Early-Middle
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,1835,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,Young,none,own,2,skilled employee/official,1,yes,yes,0,25,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
no checking account,24,critical account/other credits existing,car (used),3868,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,Mid-Career,none,rent,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,41,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
no checking account,12,existing credits paid back duly till now,radio/television,1768,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,Young,none,rent,1,unskilled - resident,1,no,yes,1,24,male : single_Young,0.7429906542056075,male : single_Young
... >= 200 DM / salary for at least 1 year,10,critical account/other credits existing,car (new),781,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,Late-Career,none,for free,2,skilled employee/official,1,yes,yes,1,63,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1924,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,3,real estate,Young,none,rent,1,skilled employee/official,1,no,yes,0,27,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
... < 100 DM,12,critical account/other credits existing,car (new),2121,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,1,30,male : single_Young,0.7429906542056075,male : single_Young
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,701,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,Early-Middle,none,own,1,unskilled - resident,1,no,yes,1,40,male : married/widowed_Early-Middle,0.625,male : married/widowed_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,education,639,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,0,30,male : single_Young,1.5288461538461535,male : single_Young
0 <= ... < 200 DM,12,critical account/other credits existing,car (used),1860,... < 100 DM,unemployed,4,male : single,none,2,car or other,Early-Middle,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,34,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,12,critical account/other credits existing,car (new),3499,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,co-applicant,2,real estate,Young,none,own,2,skilled employee/official,1,no,yes,0,29,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),8487,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,24,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,36,delay in paying off in the past,retraining,6887,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,Young,stores,own,1,skilled employee/official,1,yes,yes,0,29,male : single_Young,1.5288461538461535,male : single_Young
no checking account,15,existing credits paid back duly till now,radio/television,2708,... < 100 DM,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,Young,bank,own,2,unskilled - resident,1,no,yes,1,27,male : single_Young,0.7429906542056075,male : single_Young
no checking account,18,existing credits paid back duly till now,radio/television,1984,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,Mid-Career,bank,for free,2,skilled employee/official,1,no,yes,1,47,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,60,existing credits paid back duly till now,domestic appliances,10144,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,Young,none,own,1,skilled employee/official,1,yes,yes,1,21,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,12,critical account/other credits existing,domestic appliances,1240,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,2,real estate,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,1,38,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
no checking account,27,delay in paying off in the past,car (used),8613,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,Young,none,own,2,skilled employee/official,1,no,yes,1,27,male : single_Young,0.7429906542056075,male : single_Young
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,Late-Career,none,own,1,unskilled - resident,1,no,yes,0,66,male : single_Late-Career,1.6538461538461535,male : single_Late-Career
0 <= ... < 200 DM,15,critical account/other credits existing,domestic appliances,2728,unknown/no savings account,4 <= ... < 7 years,4,male : single,guarantor,2,real estate,Early-Middle,bank,own,3,skilled employee/official,1,yes,yes,1,35,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1881,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,Mid-Career,none,rent,1,unskilled - resident,1,yes,yes,1,44,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,car (new),709,... >= 1000 DM,... < 1 year,2,male : married/widowed,none,2,real estate,Young,none,own,1,unemployed/unskilled - non-resident,1,no,no,1,27,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,4795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,unknown/no property,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,30,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
