status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,age_original,credit_risk,personal_status_sex_age_combined
no checking account,24,critical account/other credits existing,car (used),3868,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,Mid-Career,none,rent,2,management/self-employed/highly qualified employee/officer,1,yes,yes,41,1,female : divorced/separated/married_Mid-Career
no checking account,12,existing credits paid back duly till now,radio/television,1768,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,Young,none,rent,1,unskilled - resident,1,no,yes,24,1,male : single_Young
... >= 200 DM / salary for at least 1 year,10,critical account/other credits existing,car (new),781,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,Late-Career,none,for free,2,skilled employee/official,1,yes,yes,63,1,male : single_Late-Career
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1924,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,3,real estate,Young,none,rent,1,skilled employee/official,1,no,yes,27,0,female : divorced/separated/married_Young
... < 100 DM,12,critical account/other credits existing,car (new),2121,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,30,1,male : single_Young
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,701,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,Early-Middle,none,own,1,unskilled - resident,1,no,yes,40,1,male : married/widowed_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,education,639,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,30,0,male : single_Young
0 <= ... < 200 DM,12,critical account/other credits existing,car (used),1860,... < 100 DM,unemployed,4,male : single,none,2,car or other,Early-Middle,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,34,1,male : single_Early-Middle
... < 100 DM,12,critical account/other credits existing,car (new),3499,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,co-applicant,2,real estate,Young,none,own,2,skilled employee/official,1,no,yes,29,0,female : divorced/separated/married_Young
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),8487,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,24,1,female : divorced/separated/married_Young
... < 100 DM,36,delay in paying off in the past,retraining,6887,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,Young,stores,own,1,skilled employee/official,1,yes,yes,29,0,male : single_Young
no checking account,15,existing credits paid back duly till now,radio/television,2708,... < 100 DM,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,Young,bank,own,2,unskilled - resident,1,no,yes,27,1,male : single_Young
no checking account,18,existing credits paid back duly till now,radio/television,1984,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,Mid-Career,bank,for free,2,skilled employee/official,1,no,yes,47,1,male : single_Mid-Career
no checking account,60,existing credits paid back duly till now,domestic appliances,10144,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,Young,none,own,1,skilled employee/official,1,yes,yes,21,1,female : divorced/separated/married_Young
no checking account,12,critical account/other credits existing,domestic appliances,1240,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,2,real estate,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,38,1,female : divorced/separated/married_Early-Middle
no checking account,27,delay in paying off in the past,car (used),8613,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,Young,none,own,2,skilled employee/official,1,no,yes,27,1,male : single_Young
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,Late-Career,none,own,1,unskilled - resident,1,no,yes,66,0,male : single_Late-Career
0 <= ... < 200 DM,15,critical account/other credits existing,domestic appliances,2728,unknown/no savings account,4 <= ... < 7 years,4,male : single,guarantor,2,real estate,Early-Middle,bank,own,3,skilled employee/official,1,yes,yes,35,1,male : single_Early-Middle
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1881,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,Mid-Career,none,rent,1,unskilled - resident,1,yes,yes,44,1,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,car (new),709,... >= 1000 DM,... < 1 year,2,male : married/widowed,none,2,real estate,Young,none,own,1,unemployed/unskilled - non-resident,1,no,no,27,1,male : married/widowed_Young
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,4795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,unknown/no property,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,1,female : divorced/separated/married_Young
... < 100 DM,27,existing credits paid back duly till now,domestic appliances,3416,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,27,1,male : single_Young
... < 100 DM,18,existing credits paid back duly till now,radio/television,2462,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,22,0,male : single_Young
no checking account,21,critical account/other credits existing,radio/television,2288,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,yes,yes,23,1,female : divorced/separated/married_Young
0 <= ... < 200 DM,48,all credits at this bank paid back duly,others,3566,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,30,1,male : single_Young
... < 100 DM,6,critical account/other credits existing,car (new),860,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,39,1,female : divorced/separated/married_Early-Middle
no checking account,12,critical account/other credits existing,car (new),682,100 <= ... < 500 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,car or other,Mid-Career,none,own,2,skilled employee/official,1,yes,yes,51,1,female : divorced/separated/married_Mid-Career
... < 100 DM,36,critical account/other credits existing,radio/television,5371,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,2,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,28,1,male : single_Young
no checking account,18,critical account/other credits existing,domestic appliances,1582,... >= 1000 DM,... >= 7 years,4,male : single,none,4,car or other,Mid-Career,none,own,2,skilled employee/official,1,no,yes,46,1,male : single_Mid-Career
no checking account,6,existing credits paid back duly till now,domestic appliances,1346,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,unknown/no property,Mid-Career,bank,for free,1,skilled employee/official,2,yes,yes,42,1,male : single_Mid-Career
no checking account,10,existing credits paid back duly till now,domestic appliances,1924,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,yes,no,38,1,male : single_Early-Middle
... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,domestic appliances,5848,... < 100 DM,1 <= ... < 4 years,4,male : single,none,1,car or other,Young,none,own,1,skilled employee/official,1,no,yes,24,1,male : single_Young
0 <= ... < 200 DM,24,critical account/other credits existing,car (used),7758,... >= 1000 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,Young,none,rent,1,skilled employee/official,1,no,yes,29,1,female : divorced/separated/married_Young
0 <= ... < 200 DM,24,delay in paying off in the past,others,6967,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,Early-Middle,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,36,1,male : single_Early-Middle
... < 100 DM,12,existing credits paid back duly till now,radio/television,1282,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,Young,none,rent,1,skilled employee/official,1,no,yes,20,0,female : divorced/separated/married_Young
... < 100 DM,9,critical account/other credits existing,education,1288,100 <= ... < 500 DM,... >= 7 years,3,male : single,guarantor,4,real estate,Mid-Career,none,own,2,skilled employee/official,2,no,no,48,1,male : single_Mid-Career
... < 100 DM,12,all credits at this bank paid back duly,business,339,... < 100 DM,... >= 7 years,4,male : married/widowed,none,1,car or other,Mid-Career,bank,own,1,unskilled - resident,1,no,yes,45,1,male : married/widowed_Mid-Career
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),3512,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,car or other,Early-Middle,bank,own,2,skilled employee/official,1,yes,yes,38,1,male : single_Early-Middle
no checking account,6,critical account/other credits existing,domestic appliances,1898,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,2,real estate,Early-Middle,none,own,2,unskilled - resident,2,no,yes,34,1,male : single_Early-Middle
no checking account,24,critical account/other credits existing,domestic appliances,2872,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,4,real estate,Early-Middle,none,own,1,skilled employee/official,2,yes,yes,36,1,male : single_Early-Middle
no checking account,18,critical account/other credits existing,car (new),1055,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,30,1,female : divorced/separated/married_Young
no checking account,15,existing credits paid back duly till now,repairs,1262,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,36,1,male : single_Early-Middle
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),7308,... < 100 DM,unemployed,2,male : single,none,4,unknown/no property,Late-Career,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,70,1,male : single_Late-Career
no checking account,36,existing credits paid back duly till now,car (new),909,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,yes,36,1,male : single_Early-Middle
no checking account,6,existing credits paid back duly till now,radio/television,2978,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : single,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,32,1,male : single_Early-Middle
... < 100 DM,18,existing credits paid back duly till now,radio/television,1131,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,33,0,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,1577,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,Young,none,own,1,skilled employee/official,1,no,yes,20,1,female : divorced/separated/married_Young
no checking account,24,existing credits paid back duly till now,radio/television,3972,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,1,yes,yes,25,1,female : divorced/separated/married_Young
