age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,134,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
40,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,243,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
33,technician,married,high.school,no,yes,no,cellular,aug,wed,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,171,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,technician,single,high.school,no,yes,no,telephone,jul,tue,166,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
51,admin.,married,basic.9y,unknown,yes,no,telephone,jun,fri,114,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,management,single,high.school,no,no,no,telephone,may,mon,114,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,637,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
56,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
35,admin.,single,high.school,no,yes,no,telephone,may,tue,78,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
57,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,wed,236,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
44,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,336,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,services,single,high.school,no,yes,no,cellular,may,mon,36,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
58,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,173,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
51,technician,married,professional.course,no,yes,no,cellular,nov,thu,123,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
36,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,23,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45,technician,single,professional.course,unknown,yes,yes,telephone,jun,thu,116,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
19,student,single,high.school,unknown,no,yes,cellular,may,tue,106,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
52,technician,single,professional.course,no,yes,no,cellular,aug,thu,365,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
45,technician,married,high.school,no,yes,no,cellular,apr,mon,116,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
47,technician,married,professional.course,no,no,no,cellular,jul,mon,66,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
48,blue-collar,married,basic.9y,no,no,yes,cellular,may,fri,56,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
36,services,married,high.school,no,no,no,cellular,may,thu,227,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
38,admin.,married,university.degree,no,unknown,unknown,cellular,may,wed,118,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
38,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,117,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
33,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,176,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,technician,married,high.school,no,yes,no,cellular,may,mon,329,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
43,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,123,18,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41,blue-collar,divorced,basic.9y,no,no,no,cellular,aug,tue,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
47,unknown,married,unknown,no,no,yes,cellular,aug,wed,111,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
50,admin.,married,university.degree,no,no,no,cellular,nov,mon,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
38,entrepreneur,married,basic.9y,no,no,yes,telephone,jul,fri,129,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
62,admin.,married,university.degree,no,no,no,cellular,aug,thu,68,1,999,1,failure,-2.9,92.201,-31.4,0.851,5076.2,no
31,admin.,single,high.school,no,yes,no,cellular,nov,wed,242,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
49,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,281,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
57,blue-collar,married,basic.9y,unknown,no,yes,cellular,nov,fri,150,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
43,admin.,married,basic.4y,no,yes,yes,telephone,jul,thu,119,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
49,admin.,married,university.degree,no,no,no,cellular,aug,wed,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
54,blue-collar,married,basic.4y,no,no,yes,cellular,may,fri,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
29,technician,married,university.degree,no,no,no,cellular,aug,wed,201,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,admin.,married,university.degree,no,no,no,cellular,jun,mon,208,1,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
51,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,337,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
47,admin.,married,basic.9y,no,yes,no,telephone,jun,wed,96,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,172,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
53,services,married,high.school,no,yes,no,telephone,may,wed,413,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
43,management,married,university.degree,no,no,no,cellular,aug,tue,175,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,management,married,basic.4y,no,yes,no,telephone,may,thu,637,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
35,technician,single,university.degree,no,yes,no,cellular,jul,mon,118,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,married,high.school,no,no,no,telephone,jul,tue,249,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
35,services,single,high.school,no,no,no,cellular,may,wed,234,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,management,married,university.degree,no,no,no,cellular,apr,mon,352,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
51,technician,divorced,professional.course,no,no,no,cellular,apr,fri,579,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,54,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
55,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,604,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
33,technician,single,professional.course,no,no,no,cellular,aug,thu,14,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
25,admin.,single,high.school,no,yes,no,cellular,jul,wed,202,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
36,services,single,high.school,unknown,no,yes,cellular,apr,mon,76,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,services,divorced,high.school,no,no,no,cellular,jul,thu,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,management,married,university.degree,no,yes,no,cellular,may,wed,172,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
57,housemaid,divorced,basic.4y,no,yes,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,blue-collar,single,unknown,no,yes,no,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
57,housemaid,married,basic.4y,no,yes,no,cellular,nov,fri,105,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
32,management,single,university.degree,no,no,no,cellular,jul,thu,654,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
49,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,487,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37,technician,single,professional.course,no,yes,no,cellular,apr,mon,20,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29,admin.,married,high.school,no,no,no,cellular,may,wed,54,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
46,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,47,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,admin.,married,high.school,no,yes,no,telephone,jul,thu,29,14,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
34,management,married,university.degree,no,yes,no,telephone,jun,tue,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
46,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,96,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
76,retired,married,university.degree,no,yes,no,cellular,sep,fri,336,1,999,1,failure,-3.4,92.379,-29.8,0.773,5017.5,no
52,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,201,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,72,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
59,technician,married,unknown,no,no,no,telephone,may,fri,464,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37,technician,married,university.degree,no,no,no,cellular,nov,mon,119,1,999,3,failure,-1.1,94.767,-50.8,1.05,4963.6,no
36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,80,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
30,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,thu,195,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
50,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,mon,311,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
30,technician,divorced,professional.course,no,yes,no,telephone,may,thu,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27,blue-collar,single,basic.4y,no,no,yes,cellular,jul,thu,83,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
39,services,married,high.school,unknown,no,no,telephone,may,tue,326,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,191,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
41,admin.,married,university.degree,no,no,no,telephone,may,mon,128,2,999,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,no
32,admin.,single,university.degree,unknown,yes,yes,cellular,aug,mon,128,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,technician,single,professional.course,unknown,yes,no,telephone,jul,fri,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
33,entrepreneur,married,university.degree,no,no,yes,telephone,jun,thu,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
31,services,married,high.school,no,no,no,telephone,may,thu,253,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
45,management,married,high.school,unknown,no,no,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,admin.,married,university.degree,no,no,no,telephone,may,thu,463,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29,admin.,single,university.degree,no,yes,no,cellular,jul,wed,77,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
49,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,268,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,technician,married,professional.course,no,no,no,cellular,jul,thu,561,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,no
45,technician,married,professional.course,no,yes,no,telephone,may,tue,350,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,entrepreneur,single,basic.9y,no,no,no,cellular,nov,fri,84,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
46,services,married,high.school,no,yes,yes,cellular,jul,wed,149,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,services,married,high.school,no,yes,yes,telephone,jun,thu,77,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
53,blue-collar,married,high.school,unknown,yes,no,cellular,apr,mon,354,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,blue-collar,single,high.school,no,no,no,telephone,jul,tue,480,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
42,technician,single,professional.course,no,yes,no,cellular,may,wed,367,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,tue,322,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,management,married,university.degree,no,yes,no,cellular,aug,wed,54,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
32,services,married,high.school,no,no,no,cellular,aug,wed,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,services,married,high.school,no,no,no,telephone,may,tue,168,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
52,admin.,married,high.school,no,yes,yes,cellular,aug,wed,352,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51,technician,married,professional.course,no,yes,no,cellular,aug,thu,291,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,services,single,high.school,no,no,no,cellular,jul,thu,421,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
64,retired,married,university.degree,no,no,no,cellular,aug,fri,102,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,no
29,management,single,university.degree,no,no,no,cellular,nov,tue,232,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
37,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,mon,332,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
36,technician,single,high.school,no,yes,no,cellular,may,thu,208,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
33,admin.,married,high.school,no,no,no,cellular,apr,thu,113,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
39,services,married,basic.6y,unknown,yes,no,telephone,jun,wed,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
34,admin.,single,university.degree,no,no,yes,cellular,may,mon,14,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
37,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,16,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,134,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34,technician,married,professional.course,no,no,no,cellular,aug,mon,126,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,295,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
44,entrepreneur,single,professional.course,no,no,no,cellular,may,mon,74,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
34,management,married,basic.4y,no,yes,no,cellular,may,thu,60,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
47,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,133,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
38,technician,married,professional.course,no,no,no,cellular,aug,fri,93,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,technician,married,university.degree,no,no,no,cellular,aug,thu,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
36,admin.,married,high.school,no,no,no,telephone,may,thu,263,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
41,services,divorced,high.school,no,no,yes,cellular,jul,wed,72,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,technician,single,university.degree,no,yes,yes,cellular,jul,tue,105,2,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,no
28,entrepreneur,single,professional.course,no,yes,no,cellular,may,mon,240,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
44,blue-collar,single,basic.6y,no,no,yes,telephone,may,tue,73,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44,entrepreneur,married,high.school,no,no,no,cellular,aug,wed,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40,management,married,university.degree,no,no,no,cellular,nov,fri,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,287,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
33,admin.,married,university.degree,no,no,no,telephone,jun,tue,133,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,63,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
39,blue-collar,single,basic.9y,no,yes,yes,cellular,may,mon,75,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,student,single,professional.course,no,no,yes,cellular,oct,tue,133,3,999,2,failure,-1.1,94.601,-49.5,1.008,4963.6,no
54,technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,797,14,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
61,retired,married,high.school,no,no,no,telephone,oct,tue,515,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
42,technician,married,professional.course,unknown,yes,no,cellular,jul,mon,77,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,161,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
27,admin.,single,university.degree,unknown,no,no,cellular,jul,mon,200,6,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,no
35,self-employed,married,university.degree,no,no,no,cellular,jul,thu,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
29,technician,single,university.degree,no,no,no,cellular,aug,wed,210,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,admin.,married,university.degree,no,yes,no,cellular,dec,mon,116,2,999,1,failure,-3.0,92.713,-33.0,0.709,5023.5,no
45,technician,single,professional.course,no,yes,no,telephone,jun,wed,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
25,services,married,high.school,no,yes,no,cellular,jul,tue,140,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,technician,divorced,professional.course,no,no,no,cellular,may,tue,240,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
35,admin.,single,university.degree,no,yes,no,cellular,aug,fri,299,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
46,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,218,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
52,blue-collar,single,unknown,unknown,no,yes,cellular,jul,fri,137,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
44,admin.,married,university.degree,no,no,no,cellular,aug,mon,56,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,technician,married,professional.course,no,yes,no,cellular,may,thu,1254,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,151,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
29,admin.,married,university.degree,no,yes,no,cellular,may,thu,133,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
49,admin.,married,university.degree,no,no,no,cellular,jul,fri,44,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,blue-collar,married,unknown,unknown,yes,no,cellular,aug,fri,310,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35,services,single,high.school,no,yes,yes,cellular,may,fri,94,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
51,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,116,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,married,university.degree,no,yes,no,cellular,nov,mon,105,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
32,housemaid,married,basic.4y,no,no,no,telephone,may,thu,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,217,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57,retired,married,basic.9y,no,no,no,cellular,aug,tue,22,27,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,20,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
31,technician,single,professional.course,no,no,no,cellular,aug,fri,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,admin.,married,university.degree,no,no,yes,cellular,jul,wed,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,housemaid,married,high.school,no,yes,no,telephone,aug,mon,130,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
30,student,single,unknown,no,no,no,cellular,jun,tue,205,3,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,no
39,entrepreneur,single,university.degree,no,yes,no,telephone,jun,wed,58,1,999,0,nonexistent,-1.7,94.055,-39.8,0.727,4991.6,no
43,admin.,married,university.degree,no,no,no,telephone,may,tue,350,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
